Category	Filtered keyword	Lvl 1	Lvl 2	Biofilm flag
DATA_Descr	preterm infant gut metagenome S2_017_011G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_012G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_013G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_014G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_015G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_017G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_018G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_019G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_020G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_021G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_022G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_024G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_025G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_026G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_027G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_017_028G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_006G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_007G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_008G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_009G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_010G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_011G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_012G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_013G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_014G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_015G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_016G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_017G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_018G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_019G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_020G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_022G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_018_023G1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_CON_000E1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_CON_002E1	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_CON_002E2	Human-associated	Digestive system	
DATA_Descr	preterm infant gut metagenome S2_CON_003E1	Human-associated	Digestive system	
DATA_Descr	Preterm infant human stool bacteria	Human-associated	Digestive system	
DATA_Descr	Preterm_gut_metagenome		Digestive system	
DATA_Descr	prevosts squirrel fecal sample		Digestive system	
DATA_Descr	PRF01 gut metegenome		Digestive system	
DATA_Descr	PRF02 gut metegenome		Digestive system	
DATA_Descr	PRF03 gut metegenome		Digestive system	
DATA_Descr	PRF04 gut metegenome		Digestive system	
DATA_Descr	PRF05 gut metegenome		Digestive system	
DATA_Descr	PRF06 gut metegenome		Digestive system	
DATA_Descr	PRF07 gut metegenome		Digestive system	
DATA_Descr	PRF08 gut metegenome		Digestive system	
DATA_Descr	PRF09 gut metegenome		Digestive system	
DATA_Descr	PRF10 gut metegenome		Digestive system	
DATA_Descr	PRF11 gut metegenome		Digestive system	
DATA_Descr	PRF12 gut metegenome		Digestive system	
DATA_Descr	PRF13 gut metegenome		Digestive system	
DATA_Descr	PRF14 gut metegenome		Digestive system	
DATA_Descr	PRF15 gut metegenome		Digestive system	
DATA_Descr	PRF16 gut metegenome		Digestive system	
DATA_Descr	Pristine groundwater community metagenome from Well FW301 at the US Dept. Energy Oak Ridge Integrated Field Research Challenge (OR-IFRC) bioremediation field site in Oak Ridge, TN.Keywords: GSC:MIxS;MIMS:6.0	Aquatic	Deep_subsurface	
DATA_Descr	Produced water sample 10PW from MHGC oil fieldKeywords: GSC:MIxS;MIMS:6.0	Engineered		
DATA_Descr	Produced water sample from MHGC oil fieldKeywords: GSC:MIxS;MIMS:6.0	Engineered		
DATA_Descr	Prokaryotic DNA from ambient watersample from the coastal northern Adriatic Sea taken in Summer	Aquatic	Marine	
DATA_Descr	Prokaryotic DNA from ambient watersample from the coastal northern Adriatic Sea taken in Winter	Aquatic	Marine	
DATA_Descr	Protocols: C57BL/6J mice were obtained from the Jackson Laboratory (Bar Harbor, Maine, USA). All mice were male and 4-6 weeks old. Thirty-two male C57BL/6J mice, were first randomly divided into 4 groups (WT group, and T2D group). Mice in the T2D group were given an intraperitoneal injection of sterile citrate buffer containing streptozotocin (25 mg/kg, Sigma Aldrich, St. Louis, MO, USA), while mice in the WT group were injected intraperitoneally with the same volume of citrate buffer. After continuous administration of streptozotocin for 5 days, the T2D group was fed a high-fat diet (42% Cal from fat, TD.88137, ENVIGO) for 4 weeks to establish a model of type 2 diabetes. The WT group was given adjusted control diet (4% Cal from fat, TD. 08405, ENVIGO). Fecal samples were collected in different time point to understand the effect of several sequential treatment in gut microbiota. Fecal samples collection was performed at 1, 4, 6 and 10th weeks’ after 1st injection of streptozotocin. Samples were collected in a sterile Eppendorf tube inside a biosafety cabinet with sterile forceps. Each group consisting eight animals were randomized (group wise) to nullify cage-effect in microbiome studies among the groups. After 10 weeks, all animals were sacrificed according to protocols approved by University of Miami Animal Care Committee. Thirty-two male C57BL/6J mice, were first randomly divided into 4 groups (WT group, and T2D group). Mice in the T2D group were given an intraperitoneal injection of sterile citrate buffer containing streptozotocin (25 mg/kg, Sigma Aldrich, St. Louis, MO, USA), while mice in the WT group were injected intraperitoneally with the same volume of citrate buffer. After continuous administration of streptozotocin for 5 days, the T2D group was fed a high-fat diet (42% Cal from fat, TD.88137, ENVIGO) for 4 weeks to establish a model of type 2 diabetes. The WT group was given adjusted control diet (4% Cal from fat, TD. 08405, ENVIGO). In tumor groups, After 2 weeks of tumor implantation when subcutaneous pancreatic cancer model was established, the two groups of mice were each further randomly divided into two subgroups (WT and WT + GP; T2D and T2D + GP). The WT + GP and T2D + GP groups received intraperitoneal injections of 100 mg/kg of gemcitabine and 10 mg/kg of paclitaxel twice in a week for consecutive 4 weeks, while the WT and T2D groups were only receive equal volume of saline. DNA from the mouse fecal samples was isolated using the Power Soil DNA Isolation Kit (Qiagen) according to manufacturer’s instructions. All samples were quantified using the Qubit® Quant-iT dsDNA High-Sensitivity Kit (Invitrogen, Life Technologies, Grand Island, NY) to ensure that they met minimum concentration and mass of DNA, and were submitted to University of Minnesota Genomics Center for further analysis by Whole Genome Shotgun sequencing (WGS). Shotgun metagenomic library was constructed with the Nextera DNA sample preparation kit (Illumina, San Diego, CA), as per manufacturer’s specification. Barcoding indices were inserted using Nextera indexing kit (illumina). Products were purified using Agencourt AMpure XP kit (Beckman Coulter, Brea, CA) and pooled for sequencing. Samples were sequenced using MiSeq reagent kit V2 (Illumina).Raw sequences were sorted using assigned barcodes and cleaned up before analysis (barcodes removed and sequences above a quality score, Q&amp;gt;30 taken forward for analyses).	Mammals-associated		
DATA_Descr	Protocols: Fresh feces of volunteers were collected, frozen and stored in -80℃ for a few months. The total DNA from every fecal sample was extracted by Magnetic Soil And Stool DNA Kit of TIANGEN BIOTECH (BEIJING) CO., LTD, then constructed into a library and sequenced by Illumina PE150. This process was completed by the Wuhan metware Biotechnology Co., Ltd.There are mainly two methods in QC for DNA samples:(1) DNA degradation degree and potential contamination was monitored on 1%agarose gels. (2) DNA concentration was measured using Qubit® dsDNA Assay Kit inQubit® 2.0 Flurometer (Life Technologies, CA, USA). OD value is between 1.8~2.0,DNA contents above 1ug are used to constructlibrary. A total amount of 1μg DNA per sample was used as input material for the DNA sample preparations. Sequencing libraries were generated using NEBNext® Ultra™ DNA Library Prep Kit for Illumina (NEB,USA) following manufacturer’s recommendations and index codes were added to attribute sequences to each sample. Briefly, the DNA sample was fragmented by sonication to a size of 350bp,then DNA fragments were end-polished, A-tailed, and ligated with the full-length adaptor for Illumina sequencing with further PCR amplification. At last, PCR products were purified (AMPure XP system) and libraries were analysed for size distribution by Agilent2100 Bioanalyzer and quantified using real-timePCR.		Digestive system	
DATA_Descr	Protocols: Spontaneous pancreatic animal model KRASG12D TP53R172HPdx-Cre (KPC) animals from both genders were enrolled in the study at 1 month of age. PDX-cre (Cre) animals that were age matched with the KPC animals were used as control. Fecal samples were collected at 2 months; 3 months and 4 months of age. Initially, 8-9 animals were kept in each group. At 4 months, all animals were sacrificed according to protocols approved by University of Miami Animal Care Committee. DNA from the mouse fecal samples was isolated using the Power Soil DNA Isolation Kit (Qiagen) according to manufacturer’s instructions. All samples were quantified using the Qubit® Quant-iT dsDNA High-Sensitivity Kit (Invitrogen, Life Technologies, Grand Island, NY) to ensure that they met minimum concentration and mass of DNA, and were submitted to University of Minnesota Genomics Center for further analysis by Whole Genome Shotgun sequencing (WGS). Shotgun metagenomic library was constructed with the Nextera DNA sample preparation kit (Illumina, San Diego, CA), as per manufacturer’s specification. Barcoding indices were inserted using Nextera indexing kit (illumina). Products were purified using Agencourt AMpure XP kit (Beckman Coulter, Brea, CA) and pooled for sequencing. Samples were sequenced using MiSeq reagent kit V2 (Illumina). Raw sequences were sorted using assigned barcodes and cleaned up before analysis (barcodes removed and sequences above a quality score, Q30 taken forward for analyses).	Mammals-associated		
DATA_Descr	Protocols: We enrolled 12 Indian Rhesus Macaques (RM), consisting of 8 old animals (age &amp;gt; 18 years) and 4 young animals (age 3-6 years). Animals were housed and blood/tissue/stool samples were collected at the New Iberia Research Center (NIRC) at the University of Louisiana at Lafayette. Fresh fecal samples were collected from anesthetized animals by insertion of a fecal loop into the rectum and swiping several times and stored at -80°C. No treatments were done. The only variable is age. DNA from the macaque fecal samples was isolated using the Power Soil DNA Isolation Kit (Qiagen) according to manufacturer’s instructions. All samples were quantified using the Qubit® Quant-iT dsDNA High-Sensitivity Kit (Invitrogen, Life Technologies, Grand Island, NY) to ensure that they met minimum concentration and mass of DNA, and were submitted to University of Minnesota Genomics Center for further analysis by Whole Genome Shotgun sequencing (WGS). Shotgun metagenomic library was constructed with the Nextera DNA sample preparation kit (Illumina, San Diego, CA), as per manufacturer’s specification. Barcoding indices were inserted using Nextera indexing kit (illumina). Products were purified using Agencourt AMpure XP kit (Beckman Coulter, Brea, CA) and pooled for sequencing. Samples were sequenced using MiSeq reagent kit V2 (Illumina).Raw sequences were sorted using assigned barcodes and cleaned up before analysis (barcodes removed and sequences above a quality score, Q&amp;gt;30 taken forward for analyses).		Digestive system	
DATA_Descr	przewalski horse fecal sample		Digestive system	
DATA_Descr	PS101/230-1 Bottom water at vents CTD in situ pumps	Aquatic	Thermal_springs	
DATA_Descr	PT02 gut metegenome		Digestive system	
DATA_Descr	PT03 gut metegenome		Digestive system	
DATA_Descr	PT05 gut metegenome		Digestive system	
DATA_Descr	PT13 gut metegenome		Digestive system	
DATA_Descr	PT14 gut metegenome		Digestive system	
DATA_Descr	PT15 gut metegenome		Digestive system	
DATA_Descr	PT20 gut metegenome		Digestive system	
DATA_Descr	PT21 gut metegenome		Digestive system	
DATA_Descr	PT22 gut metegenome		Digestive system	
DATA_Descr	PT25 gut metegenome		Digestive system	
DATA_Descr	PT27 gut metegenome		Digestive system	
DATA_Descr	PT29 gut metegenome		Digestive system	
DATA_Descr	PT30 gut metegenome		Digestive system	
DATA_Descr	PT31 gut metegenome		Digestive system	
DATA_Descr	PT32 gut metegenome		Digestive system	
DATA_Descr	PT33 gut metegenome		Digestive system	
DATA_Descr	PT34 gut metegenome		Digestive system	
DATA_Descr	PT35 gut metegenome		Digestive system	
DATA_Descr	PT36 gut metegenome		Digestive system	
DATA_Descr	PT37 gut metegenome		Digestive system	
DATA_Descr	PT38 gut metegenome		Digestive system	
DATA_Descr	PT39 gut metegenome		Digestive system	
DATA_Descr	PT40 gut metegenome		Digestive system	
DATA_Descr	PT41 gut metegenome		Digestive system	
DATA_Descr	PT42 gut metegenome		Digestive system	
DATA_Descr	PT43 gut metegenome		Digestive system	
DATA_Descr	PT44 gut metegenome		Digestive system	
DATA_Descr	PT45 gut metegenome		Digestive system	
DATA_Descr	PT46 gut metegenome		Digestive system	
DATA_Descr	PT47 gut metegenome		Digestive system	
DATA_Descr	Putative  B. braunii microfossils	Fossil		
DATA_Descr	Raccoon dog fecal sample		Digestive system	
DATA_Descr	radiated tortoise fecal sample		Digestive system	
DATA_Descr	rainforest soil from Bukit landscape	Terrestrial	Soil	
DATA_Descr	rainforest soil from Harapan sample	Terrestrial	Soil	
DATA_Descr	RAJ0016YZ stool sample		Digestive system	
DATA_Descr	RAJ0018YZ stool sample		Digestive system	
DATA_Descr	RAJ0019YZ stool sample		Digestive system	
DATA_Descr	RAJ0022YZ stool sample		Digestive system	
DATA_Descr	RAJ1011YZ stool sample		Digestive system	
DATA_Descr	RAJ1012YZ stool sample		Digestive system	
DATA_Descr	RAJ1013YZ stool sample		Digestive system	
DATA_Descr	RAJ1014YZ stool sample		Digestive system	
DATA_Descr	RAJ1015YZ stool sample		Digestive system	
DATA_Descr	RAJ1020YZ stool sample		Digestive system	
DATA_Descr	random soil sampling	Terrestrial	Soil	
DATA_Descr	RAU0015YZ stool sample		Digestive system	
DATA_Descr	RAU0016YZ stool sample		Digestive system	
DATA_Descr	RAU0022YZ stool sample		Digestive system	
DATA_Descr	RAU0027AZ stool sample		Digestive system	
DATA_Descr	RAU0028AZ stool sample		Digestive system	
DATA_Descr	RAU1009YZ stool sample		Digestive system	
DATA_Descr	RAU1011YZ stool sample		Digestive system	
DATA_Descr	RAU1013YZ stool sample		Digestive system	
DATA_Descr	RAU1014YZ stool sample		Digestive system	
DATA_Descr	RAU1020YZ stool sample		Digestive system	
DATA_Descr	RAU1026YZ stool sample		Digestive system	
DATA_Descr	RAU1029Y stool sample		Digestive system	
DATA_Descr	Raw reads for marine metagenome of water samples obtained from Feller&apos;s House, Indian River Lagoon, FL, and after filtration, extracted from specimen remaining on the 0.2micron filter.Keywords: GSC:MIxS;MIMS:6.0	Aquatic		
DATA_Descr	Raw reads for marine metagenome of water samples obtained from Shepard Park, Indian River Lagoon, FL, and after filtration extracted from specimen remaining on the 0.2micron filter.Keywords: GSC:MIxS;MIMS:6.0	Aquatic		
DATA_Descr	Raw sequences from sample H-11 healthy donor human bile, Shotgun Metagenomics	Human-associated	Digestive system	
DATA_Descr	Raw sequences from sample H-12 healthy donor human bile, Shotgun Metagenomics	Human-associated	Digestive system	
DATA_Descr	Raw sequences from sample H-13 healthy donor human bile, Shotgun Metagenomics	Human-associated	Digestive system	
DATA_Descr	read cloudmetagenomic sequencing of human stool	Human-associated	Digestive system	
DATA_Descr	Ready-to-eat turkey deli meat spiked with Listeria monocytogenes at 10^2 CFU/ml and genomic DNA extracted using the Zymo Research Quick-DNA Fecal/Soil Microbe Miniprep Kit (Replicate #2)			
DATA_Descr	Ready-to-eat turkey deli meat spiked with Listeria monocytogenes at 10^3 CFU/ml and genomic DNA extracted using the Zymo Research Quick-DNA Fecal/Soil Microbe Miniprep Kit (Replicate #1)			
DATA_Descr	Ready-to-eat turkey deli meat spiked with Listeria monocytogenes at 10^4 CFU/ml and genomic DNA extracted using the Zymo Research Quick-DNA Fecal/Soil Microbe Miniprep Kit (Replicate #1)			
DATA_Descr	Rectal mucosal biopsies obtained with biopsy forceps during routine colonoscopy. All biopsies taken from the same location and patient are within one field of view (5cm diameter).	Human-associated		
DATA_Descr	Rectal swab metagenome of culture negative patient 10 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 11 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 12 recovered from acute leukemia - Colonized by Escherichia coliKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 13 recovered from acute leukemia - Colonized by Klebsiella pneumoniaKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 14 recovered from acute leukemia - Colonized by Escherichia coliKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 15 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 16 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 17 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 18 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 19 recovered from acute leukemia - Colonized by Pseudomonas aeruginosaKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 2 recovered from acute leukemia - Colonized by Enterobacter cloacaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 20 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 21 recovered from acute leukemia - Colonized by Escherichia coliKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 22 recovered from acute leukemia - Colonized by Enterococcus faeciumKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 23 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 3 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 4 recovered from acute leukemia - Colonized by Citrobacter freundiiKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 5 recovered from acute leukemia - Colonized by Escherichia coliKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 6 recovered from acute leukemia - Colonized by Escherichia coliKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 7 recovered from acute leukemia - Colonized by Enterobacter cloacae complexKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 8 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Rectal swab metagenome of culture negative patient 9 recovered from acute leukemia - Colonized by Klebsiella pneumoniaeKeywords: GSC:MIxS;MIMS:6.0	Human-associated	Digestive system	
DATA_Descr	Reef Water sampled from site Bills Bay,Ningaloo,Australia as sample E7.Water.1.20150621 of the Global Coral Microbiome Project.	Aquatic		
DATA_Descr	Reef Water sampled from site Isla Contadora,Las Perlas,Panama as sample E11.Water.1.20150501 of the Global Coral Microbiome Project.	Aquatic		
DATA_Descr	Replic AB1, bacteria wastewater metagenome treated with antibiotic	Engineered	Wastewater	
DATA_Descr	Replic AB1, viral wastewater metagenome treated with antibiotic	Engineered	Wastewater	
DATA_Descr	Replic AB2, viral wastewater metagenome treated with antibiotic	Engineered	Wastewater	
DATA_Descr	Replic AB3 bacteria wastewater metagenome treated with antibiotic	Engineered	Wastewater	
DATA_Descr	Replic AB3, viral wastewater metagenome treated with antibiotic	Engineered	Wastewater	
DATA_Descr	Replic C1, bacteria wastewater metagenome not treated	Engineered	Wastewater	
DATA_Descr	Replic C1, viral wastewater metagenome not treated	Engineered	Wastewater	
DATA_Descr	Replic C2, bacteria wastewater metagenome not treated	Engineered	Wastewater	
DATA_Descr	Replic C2, viral wastewater metagenome not treated	Engineered	Wastewater	
DATA_Descr	Replic C3, viral wastewater metagenome not treated	Engineered	Wastewater	
DATA_Descr	rhea fecal sample		Digestive system	
DATA_Descr	rhizoshphere soil covered with Phragmites australis	Plants-associated	Roots	
DATA_Descr	rhizoshphere soil covered with Spartina alterniflora	Plants-associated	Roots	
DATA_Descr	rhizoshphere soil covered with Suaeda salsa	Plants-associated	Roots	
DATA_Descr	rhizoshphere soil covered with weeds	Plants-associated	Roots	
DATA_Descr	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	Plants-associated	Roots	
DATA_Descr	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	Plants-associated	Roots	
DATA_Descr	Rhizosphere soil microbial communities from rice plant in Newark, Delaware, United States	Plants-associated	Roots	
DATA_Descr	rhizosphere soil of maize	Plants-associated	Roots	
DATA_Descr	Rhizospheric soil sample from Colobanthus quitensis growing alone	Plants-associated	Roots	
DATA_Descr	Rhizospheric soil sample from Colobanthus quitensis growing with Deschampsia antarctica	Plants-associated	Roots	
DATA_Descr	Rhode River 5/17/2017 1:30pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/17/2017 3:00pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/17/2017 4:30pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/18/2017 1:30pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/18/2017 10:30amKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/18/2017 12:00pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/18/2017 3:00pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/18/2017 4:30pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/19/2017 1:30pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/19/2017 10:30amKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Rhode River 5/19/2017 12:00pmKeywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	Right whale feces	Mammals-associated	Digestive system	
DATA_Descr	Right whale feces (from individual EG3)	Mammals-associated	Digestive system	
DATA_Descr	Right whale feces (from individual EG4)	Mammals-associated	Digestive system	
DATA_Descr	Right whale feces (from individual EG5)	Mammals-associated	Digestive system	
DATA_Descr	Ringtailed lemur fecal sample	Mammals-associated	Digestive system	
DATA_Descr	river buffalo	Mammals-associated		
DATA_Descr	River sediment time 0Keywords: GSC:MIxS;MIMS:6.0	Aquatic	Sediment	
DATA_Descr	River sediments	Aquatic	Sediment	
DATA_Descr	River Sowe water	Aquatic	Freshwater	
DATA_Descr	River water time 0Keywords: GSC:MIxS;MIMS:6.0	Aquatic	Freshwater	
DATA_Descr	River+WW			
DATA_Descr	RNA sequences from water sample collected after the secondary treatment	Engineered	Wastewater	
DATA_Descr	RNA sequences from water sample collected after the tertiary treatment	Engineered	Wastewater	
DATA_Descr	RootinfluencedSoil_Cultivator_extensive_N_fertilization_RS-CT-Ext Replicate1	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Cultivator_extensive_N_fertilization_RS-CT-Ext Replicate2	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Cultivator_intensive_N_fertilization_RS-CT-Int Replicate1	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Cultivator_intensive_N_fertilization_RS-CT-Int Replicate2	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Plough_extensive_N_fertilization_RS-P-Ext Replicate1	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Plough_extensive_N_fertilization_RS-P-Ext Replicate2	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Plough_intensive_N_fertilization_RS-P-Int Replicate1	Plants-associated	Roots	
DATA_Descr	RootinfluencedSoil_Plough_intensive_N_fertilization_RS-P-Int Replicate2	Plants-associated	Roots	
DATA_Descr	rubber soil from Bukit landscape	Terrestrial	Soil	
DATA_Descr	rubber soil from Harapan sample	Terrestrial	Soil	
DATA_Descr	Rumen	Mammals-associated	Digestive system	
DATA_Descr	Rumen digesta from cross bred steers(RS=diet with Ragi Straw)	Mammals-associated	Digestive system	
DATA_Descr	rumen fluid microbiome of angus beef calf. Contact diazo005@umn.edu for more detailsKeywords: GSC:MIxS;MIMS:6.0	Mammals-associated	Digestive system	
DATA_Descr	Rumen fluid were collected from slaughtered goats, large debris were removed through filtering through double layer cheese-cloth. The filtrates were centrifuged at 5000 rpm and the pellets were used to extract bacterial genomic DNA using FastPrep Kit. Genomic DNA was sequenced using next-generation sequencing and the assembled sequences were submitted for annotation and identification of celluase gene sequences	Mammals-associated	Digestive system	
DATA_Descr	Rumen liquor mixed with solid digesta	Mammals-associated	Digestive system	
DATA_Descr	Rumen metagenome	Mammals-associated	Digestive system	
DATA_Descr	Rumen metagenome from a propionate-treated steer.	Mammals-associated	Digestive system	
DATA_Descr	Rumen metagenome from control steer.	Mammals-associated	Digestive system	
DATA_Descr	rumen MGS	Mammals-associated	Digestive system	
DATA_Descr	Rumen papillae	Mammals-associated	Digestive system	
DATA_Descr	Rumen sample named inoculum 01 collected by an esophageal probe, 2 h before morning feeding, from 3 dry Holstein-Friesian cows housed at the experimental farm of the University of Padova (Italy)	Mammals-associated	Digestive system	
DATA_Descr	Rumen sample named inoculum_02 collected by an esophageal probe, 2 h before morning feeding, from 3 dry Holstein-Friesian cows housed at the experimental farm of the University of Padova (Italy)	Mammals-associated	Digestive system	
DATA_Descr	Rumen sample was collected from sheep 844 and processed in the laboratory to concentrate Quinella cells.	Mammals-associated	Digestive system	
DATA_Descr	Rumen samples treated with 1g of  cowpea leaf powder (&amp;lt;500 microns)	Mammals-associated	Digestive system	
DATA_Descr	Rumen samples treated with 1g of  cowpea seed powder (&amp;lt;500 microns)	Mammals-associated	Digestive system	
DATA_Descr	Rumen samples were collected from 12 sheep, pooled, and processed in the laboratory to concentrate Quinella cells.	Mammals-associated	Digestive system	
DATA_Descr	Rumen samples were collected from sheep 755 and processed in the laboratory to concentrate Quinella cells.	Mammals-associated	Digestive system	
DATA_Descr	Rural free-range birds from live bird markets	Birds-associated		
DATA_Descr	Rusitec choline bicarbonate, day 10, rumen fluid from cow 1	Mammals-associated	Digestive system	
DATA_Descr	Rusitec choline bicarbonate, day 10, rumen fluid from cow 2	Mammals-associated	Digestive system	
